Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
610,00:00:25.442,2.917795844625113,2.4363143631436315,3.359078590785908,2.9579945799457996
611,00:00:25.484,1.8125564588979224,2.207317073170732,1.5975609756097562,1.632791327913279
612,00:00:25.525,3.564137308039747,3.888888888888889,3.5745257452574526,3.2289972899728996
613,00:00:25.567,5.100722673893405,6.234417344173441,5.024390243902439,4.043360433604336
614,00:00:25.609,1.3328816621499548,1.7154471544715446,1.151761517615176,1.1314363143631436
615,00:00:25.651,6.395212285456188,12.176151761517616,3.4552845528455283,3.55420054200542
616,00:00:25.692,1.4254742547425474,2.3021680216802167,1.018970189701897,0.9552845528455285
617,00:00:25.734,5.813911472448058,8.247967479674797,4.841463414634147,4.35230352303523
618,00:00:25.776,0.948509485094851,1.2032520325203253,0.7628726287262872,0.8794037940379403
619,00:00:25.817,12.670731707317074,18.42140921409214,9.390243902439025,10.200542005420054
620,00:00:25.859,1.48193315266486,3.0284552845528454,0.7439024390243902,0.6734417344173442
621,00:00:25.901,13.18654019873532,17.51761517615176,13.264227642276422,8.777777777777779
622,00:00:25.943,3.410569105691057,6.91869918699187,1.7628726287262872,1.5501355013550135
623,00:00:25.984,9.700090334236677,14.451219512195122,8.25609756097561,6.392953929539296
624,00:00:26.026,2.316621499548329,3.196476964769648,1.6151761517615175,2.138211382113821
625,00:00:26.068,1.6549232158988259,2.113821138211382,1.905149051490515,0.94579945799458
626,00:00:26.109,0.6129177958446251,0.8482384823848238,0.481029810298103,0.5094850948509485
627,00:00:26.151,1.432249322493225,2.578590785907859,0.8631436314363143,0.8550135501355014
628,00:00:26.193,1.526196928635953,2.7493224932249323,0.8279132791327913,1.0013550135501355
629,00:00:26.235,6.051038843721771,10.178861788617887,4.042005420054201,3.932249322493225
630,00:00:26.276,9.061878952122855,14.615176151761517,4.563685636856369,8.006775067750677
631,00:00:26.318,14.599819331526648,25.504065040650406,6.44579945799458,11.84959349593496
632,00:00:26.360,8.924119241192413,12.922764227642276,5.107046070460704,8.742547425474255
633,00:00:26.401,2.1865401987353206,3.2601626016260163,1.8590785907859078,1.4403794037940378
634,00:00:26.443,7.101174345076785,9.392953929539296,4.543360433604336,7.367208672086721
635,00:00:26.485,4.2592592592592595,8.043360433604336,2.306233062330623,2.4281842818428183
636,00:00:26.526,1.91869918699187,2.3848238482384825,1.543360433604336,1.8279132791327912
637,00:00:26.568,7.853658536585365,11.952574525745257,4.9105691056910565,6.697831978319783
638,00:00:26.610,2.015356820234869,2.5338753387533877,1.6544715447154472,1.8577235772357723
639,00:00:26.652,4.981933152664861,6.376693766937669,4.067750677506775,4.5013550135501355
640,00:00:26.693,3.868112014453478,7.3102981029810294,1.8048780487804879,2.489159891598916
641,00:00:26.735,2.66260162601626,4.808943089430894,1.2276422764227641,1.951219512195122
642,00:00:26.777,3.415085817524842,6.6558265582655824,1.3983739837398375,2.1910569105691056
643,00:00:26.818,1.4471544715447155,2.462059620596206,0.43766937669376693,1.4417344173441735
644,00:00:26.860,6.493224932249322,10.174796747967479,4.661246612466124,4.643631436314363
645,00:00:26.902,4.405600722673893,10.149051490514905,1.051490514905149,2.016260162601626
646,00:00:26.944,3.0654923215898826,7.009485094850948,0.7926829268292683,1.3943089430894309
647,00:00:26.985,9.584914182475158,13.615176151761517,8.75609756097561,6.383468834688347
648,00:00:27.027,1.9024390243902438,3.5907859078590785,0.7560975609756098,1.3604336043360434
649,00:00:27.069,1.7570009033423668,3.1463414634146343,0.8726287262872628,1.2520325203252032
650,00:00:27.110,4.590785907859079,6.376693766937669,3.5257452574525745,3.869918699186992
651,00:00:27.152,3.0275519421860886,4.4105691056910565,1.8902439024390243,2.7818428184281845
652,00:00:27.194,4.155374887082204,5.2588075880758804,3.886178861788618,3.321138211382114
653,00:00:27.236,2.719060523938573,3.8441734417344176,1.853658536585366,2.459349593495935
654,00:00:27.277,2.060523938572719,2.991869918699187,1.3441734417344173,1.8455284552845528
655,00:00:27.319,3.1558265582655824,4.517615176151762,2.710027100271003,2.2398373983739837
656,00:00:27.361,1.8102981029810297,2.5663956639566394,1.3956639566395663,1.4688346883468835
657,00:00:27.402,1.3929539295392954,1.853658536585366,1.0691056910569106,1.2560975609756098
658,00:00:27.444,2.2357723577235773,3.6043360433604335,1.6747967479674797,1.4281842818428185
659,00:00:27.486,1.0347786811201445,1.1964769647696476,1.0013550135501355,0.9065040650406504
660,00:00:27.527,1.3066847335140017,1.7723577235772359,1.0392953929539295,1.10840108401084
661,00:00:27.569,0.8961156278229451,0.989159891598916,0.7560975609756098,0.943089430894309
662,00:00:27.611,0.8206865401987353,0.9363143631436315,0.6612466124661247,0.8644986449864499
663,00:00:27.653,0.898825654923216,1.2262872628726287,0.5772357723577236,0.8929539295392954
664,00:00:27.694,2.4191508581752483,6.384823848238482,0.31842818428184283,0.55420054200542
665,00:00:27.736,0.46747967479674796,0.6951219512195121,0.3252032520325203,0.3821138211382114
666,00:00:27.778,2.589430894308943,6.67479674796748,0.470189701897019,0.6233062330623306
667,00:00:27.819,1.3414634146341464,1.481029810298103,1.0501355013550135,1.4932249322493225
668,00:00:27.861,1.2818428184281843,1.2154471544715446,1.3130081300813008,1.3170731707317074
669,00:00:27.903,1.5456187895212283,1.6544715447154472,1.5338753387533874,1.448509485094851
670,00:00:27.945,2.296747967479675,2.616531165311653,2.0528455284552845,2.220867208672087
671,00:00:27.986,3.224932249322493,4.350948509485095,2.5609756097560976,2.7628726287262872
672,00:00:28.028,3.010388437217705,2.940379403794038,2.9769647696476964,3.113821138211382
673,00:00:28.070,3.538843721770551,3.785907859078591,3.1734417344173442,3.6571815718157183
674,00:00:28.111,3.4489611562782296,3.584010840108401,3.0934959349593494,3.669376693766938
675,00:00:28.153,4.618337850045167,6.237127371273712,3.5013550135501355,4.116531165311653
676,00:00:28.195,3.9164408310749774,4.2953929539295395,3.540650406504065,3.913279132791328
677,00:00:28.237,4.663956639566396,6.234417344173441,3.5907859078590785,4.166666666666667
678,00:00:28.278,5.689250225835592,7.921409214092141,4.695121951219512,4.451219512195122
679,00:00:28.320,7.185636856368563,11.060975609756097,5.0528455284552845,5.443089430894309
680,00:00:28.362,5.4376693766937665,6.817073170731708,4.360433604336043,5.13550135501355
681,00:00:28.403,5.805781391147245,6.040650406504065,5.322493224932249,6.05420054200542
682,00:00:28.445,4.7470641373080396,5.749322493224932,3.9430894308943087,4.548780487804878
683,00:00:28.487,6.773712737127371,6.5528455284552845,7.483739837398374,6.284552845528455
684,00:00:28.528,4.594399277326107,4.197831978319783,4.738482384823849,4.8468834688346885
685,00:00:28.570,6.493224932249323,8.346883468834688,5.233062330623306,5.899728997289973
686,00:00:28.612,7.052393857271906,5.417344173441735,8.277777777777779,7.4620596205962055
687,00:00:28.654,5.502710027100271,4.930894308943089,5.62059620596206,5.956639566395664
688,00:00:28.695,6.529358626919603,6.63550135501355,6.632791327913279,6.3197831978319785
689,00:00:28.737,7.850948509485096,7.8590785907859075,8.70189701897019,6.991869918699187
690,00:00:28.779,8.112466124661248,11.231707317073171,6.594850948509485,6.510840108401084
691,00:00:28.820,9.107497741644083,9.884823848238483,9.468834688346883,7.968834688346884
692,00:00:28.862,9.099819331526648,10.570460704607045,9.2710027100271,7.457994579945799
693,00:00:28.904,10.648599819331526,12.746612466124661,10.223577235772357,8.975609756097562
694,00:00:28.946,10.038843721770553,12.414634146341463,9.363143631436314,8.338753387533876
695,00:00:28.987,12.33107497741644,15.205962059620596,10.672086720867208,11.115176151761517
696,00:00:29.029,11.835591689250228,14.714092140921409,10.300813008130081,10.491869918699187
697,00:00:29.071,12.04516711833785,14.0420054200542,10.590785907859079,11.502710027100271
698,00:00:29.112,12.615176151761517,14.90650406504065,10.361788617886178,12.577235772357724
699,00:00:29.154,12.35230352303523,14.115176151761517,10.72628726287263,12.215447154471544
700,00:00:29.196,13.458446251129176,13.612466124661246,12.151761517615176,14.61111111111111
701,00:00:29.238,13.078139114724479,13.922764227642276,11.455284552845528,13.856368563685637
702,00:00:29.279,13.57226738934056,13.242547425474255,12.944444444444445,14.529810298102982
703,00:00:29.321,13.133242999096657,12.897018970189702,12.098915989159892,14.40379403794038
704,00:00:29.363,12.972448057813912,12.005420054200542,11.74119241192412,15.170731707317072
705,00:00:29.404,13.059620596205962,13.159891598915989,11.677506775067751,14.341463414634147
706,00:00:29.446,14.134146341463413,13.521680216802167,13.350948509485095,15.529810298102982
707,00:00:29.488,14.087624209575429,14.315718157181571,12.348238482384824,15.598915989159892
708,00:00:29.529,14.029358626919603,13.355013550135501,13.447154471544716,15.285907859078591
709,00:00:29.571,14.56684733514002,14.235772357723578,13.875338753387535,15.589430894308943
710,00:00:29.613,14.327009936766034,13.493224932249323,14.062330623306233,15.425474254742548
711,00:00:29.655,14.534778681120144,13.269647696476964,14.044715447154472,16.289972899728998
712,00:00:29.696,13.93676603432701,12.177506775067751,13.066395663956639,16.56639566395664
713,00:00:29.738,14.264227642276424,10.487804878048781,13.92140921409214,18.383468834688347
714,00:00:29.780,14.712737127371275,13.211382113821138,13.575880758807589,17.350948509485097
715,00:00:29.821,13.74390243902439,13.322493224932249,12.808943089430894,15.100271002710027
716,00:00:29.863,12.200542005420054,10.447154471544716,12.12330623306233,14.031165311653117
717,00:00:29.905,12.262872628726287,11.20189701897019,12.131436314363144,13.455284552845528
718,00:00:29.947,11.488708220415537,11.456639566395664,10.875338753387535,12.134146341463415
719,00:00:29.988,12.897470641373081,14.185636856368564,11.718157181571815,12.788617886178862
720,00:00:30.030,12.290876242095754,12.5,12.468834688346883,11.90379403794038
721,00:00:30.072,12.52393857271906,12.768292682926829,13.075880758807589,11.727642276422765
722,00:00:30.113,13.717253839205057,15.405149051490515,13.597560975609756,12.149051490514905
723,00:00:30.155,14.264679313459801,16.65989159891599,14.426829268292684,11.707317073170731
724,00:00:30.197,13.005871725383921,14.479674796747968,13.70460704607046,10.833333333333334
725,00:00:30.239,13.012646793134598,14.529810298102982,13.78048780487805,10.727642276422765
726,00:00:30.280,12.587172538392048,14.105691056910569,12.910569105691057,10.745257452574526
727,00:00:30.322,13.034327009936765,15.602981029810298,13.399728997289973,10.100271002710027
728,00:00:30.364,14.194218608852756,17.100271002710027,13.523035230352303,11.959349593495935
729,00:00:30.405,13.2226738934056,14.680216802168022,12.947154471544716,12.040650406504065
730,00:00:30.447,11.974706413730805,12.535230352303524,12.107046070460704,11.281842818428185
731,00:00:30.489,14.308491418247515,17.76558265582656,13.005420054200542,12.154471544715447
732,00:00:30.530,11.593947606142729,12.584010840108402,11.821138211382113,10.37669376693767
733,00:00:30.572,10.525745257452575,12.079945799457995,11.112466124661246,8.384823848238483
734,00:00:30.614,10.887533875338752,12.151761517615176,11.191056910569106,9.319783197831978
735,00:00:30.656,9.10794941282746,10.785907859078591,9.331978319783198,7.205962059620596
736,00:00:30.697,9.726738934056009,11.231707317073171,10.025745257452575,7.9227642276422765
737,00:00:30.739,8.822944896115628,10.685636856368564,8.688346883468835,7.094850948509485
738,00:00:30.781,9.673893405600722,11.93089430894309,9.325203252032521,7.765582655826559
739,00:00:30.822,7.5532971996386635,9.012195121951219,7.53929539295393,6.10840108401084
740,00:00:30.864,8.633242999096657,10.126016260162602,8.306233062330623,7.467479674796748
741,00:00:30.906,7.262872628726288,8.975609756097562,6.990514905149052,5.822493224932249
742,00:00:30.948,7.926829268292683,9.949864498644986,6.983739837398374,6.8468834688346885
743,00:00:30.989,6.872628726287263,8.708672086720867,6.28590785907859,5.623306233062331
744,00:00:31.031,6.2868112014453486,8.138211382113822,5.64769647696477,5.074525745257453
745,00:00:31.073,6.942186088527552,8.868563685636856,6.09349593495935,5.86449864498645
746,00:00:31.114,5.592592592592593,7.336043360433604,5.0,4.441734417344174
747,00:00:31.156,4.831074977416441,5.6531165311653115,4.490514905149052,4.349593495934959
748,00:00:31.198,5.906955736224028,7.6924119241192415,4.779132791327913,5.249322493224932
749,00:00:31.240,5.2014453477868114,7.296747967479675,4.176151761517615,4.131436314363143
750,00:00:31.281,3.8721770551038843,4.402439024390244,3.5203252032520327,3.693766937669377
751,00:00:31.323,3.2226738934056005,3.3658536585365852,2.6910569105691056,3.611111111111111
752,00:00:31.365,3.986901535682024,5.242547425474255,3.086720867208672,3.631436314363144
753,00:00:31.406,4.439024390243902,6.517615176151762,3.36449864498645,3.434959349593496
754,00:00:31.448,3.1761517615176156,4.272357723577236,2.4579945799457996,2.7981029810298104
755,00:00:31.490,3.613369467028004,4.542005420054201,3.3536585365853657,2.9444444444444446
756,00:00:31.531,2.4968383017163505,2.94579945799458,2.294037940379404,2.2506775067750677
757,00:00:31.573,9.920957542908763,12.371273712737127,10.897018970189702,6.494579945799458
758,00:00:31.615,7.857271906052393,10.624661246612465,8.023035230352303,4.924119241192412
759,00:00:31.657,9.262420957542908,13.498644986449865,8.139566395663957,6.149051490514905
760,00:00:31.698,2.2172538392050587,2.899728997289973,1.9037940379403795,1.848238482384824
761,00:00:31.740,58.1219512195122,83.4579945799458,51.543360433604335,39.36449864498645
762,00:00:31.782,0.3247515808491418,0.16666666666666666,0.4132791327913279,0.3943089430894309
763,00:00:31.823,1.1323396567299007,2.2086720867208673,0.6341463414634146,0.55420054200542
764,00:00:31.865,0.8875338753387535,1.467479674796748,0.6300813008130082,0.5650406504065041
765,00:00:31.907,1.3730803974706414,1.9878048780487805,1.2953929539295392,0.8360433604336044
766,00:00:31.949,1.3450767841011741,2.705962059620596,0.6761517615176151,0.6531165311653117
767,00:00:31.990,1.473803071364047,2.508130081300813,1.0907859078590787,0.8224932249322493
768,00:00:32.032,2.3983739837398375,3.8197831978319785,1.5542005420054201,1.8211382113821137
769,00:00:32.074,0.7357723577235773,0.8604336043360433,0.7710027100271003,0.575880758807588
770,00:00:32.115,1.1540198735320686,1.7737127371273713,0.8387533875338753,0.8495934959349594
771,00:00:32.157,1.812104787714544,2.8279132791327912,1.513550135501355,1.094850948509485
772,00:00:32.199,0.7113821138211381,0.7452574525745257,0.7506775067750677,0.6382113821138211
773,00:00:32.241,0.8261065943992772,0.8008130081300813,0.8983739837398373,0.7791327913279132
774,00:00:32.282,1.322041553748871,2.2574525745257454,0.8211382113821138,0.8875338753387534
775,00:00:32.324,1.3215898825654924,1.3794037940379404,1.3943089430894309,1.1910569105691058
776,00:00:32.366,0.7529358626919601,1.1395663956639566,0.5880758807588076,0.5311653116531165
777,00:00:32.407,0.919602529358627,1.0921409214092141,0.8726287262872628,0.7940379403794038
778,00:00:32.449,1.1074977416440832,1.7262872628726287,0.8265582655826558,0.7696476964769647
779,00:00:32.491,1.2863595302619693,1.8712737127371273,1.0149051490514904,0.9728997289972899
780,00:00:32.532,0.6621499548328816,0.7276422764227642,0.6978319783197832,0.5609756097560976
781,00:00:32.574,1.1305329719963868,1.6246612466124661,0.9227642276422764,0.8441734417344173
782,00:00:32.616,1.0185185185185184,1.4634146341463414,0.8387533875338753,0.7533875338753387
783,00:00:32.658,1.2294489611562782,1.6382113821138211,1.0596205962059622,0.9905149051490515
784,00:00:32.699,0.6174345076784101,0.47289972899729,0.7479674796747967,0.6314363143631436
785,00:00:32.741,1.8306233062330624,2.888888888888889,1.397018970189702,1.2059620596205962
786,00:00:32.783,1.2353206865401987,2.214092140921409,0.7425474254742548,0.7493224932249323
787,00:00:32.824,1.2678410117434507,1.6355013550135502,1.1815718157181572,0.986449864498645
788,00:00:32.866,0.6323396567299007,0.510840108401084,0.7655826558265583,0.6205962059620597
789,00:00:32.908,1.2118337850045169,1.6720867208672088,1.018970189701897,0.9444444444444444
790,00:00:32.950,0.8640469738030713,0.994579945799458,0.8224932249322493,0.7750677506775068
791,00:00:32.991,1.142728093947606,1.3617886178861789,1.016260162601626,1.0501355013550135
792,00:00:33.033,0.9010840108401084,1.2439024390243902,0.7737127371273713,0.6856368563685636
793,00:00:33.075,0.6707317073170732,0.4037940379403794,0.8455284552845529,0.7628726287262872
794,00:00:33.116,0.8057813911472449,0.9986449864498645,0.7249322493224932,0.6937669376693767
795,00:00:33.158,1.2944896115627822,1.52710027100271,1.2981029810298104,1.0582655826558265
796,00:00:33.200,0.8030713640469739,1.0040650406504066,0.7330623306233063,0.6720867208672087
797,00:00:33.242,1.5447154471544715,2.630081300813008,0.981029810298103,1.0230352303523036
798,00:00:33.283,1.12646793134598,1.7791327913279134,0.8184281842818428,0.7818428184281843
799,00:00:33.325,1.0112917795844625,1.056910569105691,0.986449864498645,0.9905149051490515
800,00:00:33.367,1.1336946702800361,1.7642276422764227,0.8685636856368564,0.7682926829268293
801,00:00:33.408,1.3866305329719963,1.7601626016260163,1.1775067750677506,1.2222222222222223
802,00:00:33.450,0.8717253839205058,1.062330623306233,0.7723577235772358,0.7804878048780488
803,00:00:33.492,1.0808491418247514,1.1382113821138211,1.1097560975609757,0.994579945799458
804,00:00:33.533,0.946702800361337,1.4457994579945799,0.7452574525745257,0.6490514905149052
805,00:00:33.575,1.7037037037037035,2.831978319783198,1.0826558265582655,1.1964769647696476
806,00:00:33.617,1.039747064137308,1.7073170731707317,0.7303523035230353,0.6815718157181572
807,00:00:33.659,1.49096657633243,1.7682926829268293,1.3753387533875339,1.329268292682927
808,00:00:33.700,0.6540198735320687,0.7073170731707317,0.6964769647696477,0.5582655826558266
809,00:00:33.742,1.048780487804878,0.7452574525745257,1.2588075880758807,1.1422764227642277
810,00:00:33.784,1.1011743450767841,1.532520325203252,0.9512195121951219,0.8197831978319783
811,00:00:33.825,1.7389340560072268,2.4715447154471546,1.4593495934959348,1.2859078590785908
812,00:00:33.867,1.066847335140018,1.7140921409214092,0.8252032520325203,0.6612466124661247
813,00:00:33.909,1.3261065943992774,1.8102981029810299,1.1300813008130082,1.037940379403794
814,00:00:33.951,1.1246612466124661,1.7154471544715446,0.8523035230352304,0.8062330623306233
815,00:00:33.992,1.2619692863595302,1.437669376693767,1.2276422764227641,1.1205962059620596
816,00:00:34.034,1.0293586269196024,1.4579945799457994,0.8888888888888888,0.7411924119241192
817,00:00:34.076,1.2841011743450768,1.880758807588076,1.02710027100271,0.9444444444444444
818,00:00:34.117,0.6178861788617885,0.48644986449864497,0.7168021680216802,0.6504065040650406
819,00:00:34.159,1.282294489611563,1.5880758807588076,1.1436314363143631,1.1151761517615175
820,00:00:34.201,1.035230352303523,1.9092140921409213,0.6788617886178862,0.5176151761517616
821,00:00:34.243,1.5329719963866306,2.169376693766938,1.184281842818428,1.2452574525745257
822,00:00:34.284,0.8527551942186089,1.0203252032520325,0.7710027100271003,0.7669376693766937
823,00:00:34.326,1.3143631436314362,1.7588075880758807,1.089430894308943,1.094850948509485
824,00:00:34.368,0.7267389340560072,0.7439024390243902,0.7533875338753387,0.6829268292682927
825,00:00:34.409,1.3215898825654924,1.8834688346883468,1.0921409214092141,0.989159891598916
826,00:00:34.451,0.7149954832881663,0.9214092140921409,0.6490514905149052,0.5745257452574526
827,00:00:34.493,1.3938572719060527,2.0826558265582658,1.1395663956639566,0.959349593495935
828,00:00:34.534,1.2574525745257452,2.214092140921409,0.8739837398373984,0.6842818428184282
829,00:00:34.576,1.1653116531165313,1.8062330623306233,0.8997289972899729,0.7899728997289973
830,00:00:34.618,0.07813911472448058,0.037940379403794036,0.10298102981029811,0.09349593495934959
831,00:00:34.660,60.62330623306233,92.2479674796748,55.75880758807588,33.863143631436316
832,00:00:34.701,1.2140921409214092,1.6205962059620596,1.002710027100271,1.018970189701897
833,00:00:34.743,3.3640469738030716,5.012195121951219,2.5880758807588076,2.491869918699187
834,00:00:34.785,1.3608852755194218,1.0013550135501355,1.4742547425474255,1.6070460704607046
835,00:00:34.826,1.90063233965673,1.7574525745257452,1.986449864498645,1.9579945799457994
836,00:00:34.868,1.870822041553749,2.2750677506775068,1.415989159891599,1.9214092140921408
837,00:00:34.910,4.968834688346884,8.948509485094851,2.296747967479675,3.6612466124661247
838,00:00:34.952,1.3495934959349594,1.665311653116531,0.981029810298103,1.4024390243902438
839,00:00:34.993,3.0587172538392053,4.425474254742547,2.3807588075880757,2.369918699186992
840,00:00:35.035,1.5600722673893408,2.372628726287263,0.9119241192411924,1.3956639566395663
841,00:00:35.077,3.597560975609756,6.850948509485095,1.5772357723577235,2.36449864498645
842,00:00:35.118,1.456639566395664,2.3712737127371275,0.962059620596206,1.0365853658536586
843,00:00:35.160,2.657181571815718,3.616531165311653,2.2560975609756095,2.0989159891598916
844,00:00:35.202,1.9078590785907859,3.388888888888889,0.8211382113821138,1.513550135501355
845,00:00:35.244,2.8315266485998194,4.804878048780488,1.8739837398373984,1.815718157181572
846,00:00:35.285,1.794037940379404,2.2439024390243905,1.3617886178861789,1.7764227642276422
847,00:00:35.327,2.943541102077688,5.415989159891599,1.3685636856368564,2.046070460704607
848,00:00:35.369,1.7299006323396569,3.0704607046070462,0.9092140921409214,1.2100271002710028
849,00:00:35.410,3.3726287262872625,5.2073170731707314,2.5230352303523036,2.3875338753387534
850,00:00:35.452,0.9968383017163506,1.41869918699187,0.7696476964769647,0.8021680216802168
851,00:00:35.494,3.2895212285456186,6.7953929539295395,1.2154471544715446,1.8577235772357723
852,00:00:35.535,1.8667570009033423,3.2506775067750677,0.981029810298103,1.3685636856368564
853,00:00:35.577,2.7637759710930445,4.261517615176151,1.2831978319783197,2.7466124661246614
854,00:00:35.619,0.98193315266486,0.9607046070460704,0.8360433604336044,1.1490514905149052
855,00:00:35.661,1.520776874435411,2.100271002710027,0.926829268292683,1.5352303523035231
856,00:00:35.702,1.7104787714543812,2.6747967479674797,1.0474254742547426,1.4092140921409213
857,00:00:35.744,2.3161698283649503,3.8252032520325203,1.2533875338753389,1.8699186991869918
858,00:00:35.786,1.3455284552845528,2.140921409214092,0.8943089430894309,1.0013550135501355
859,00:00:35.827,2.5266485998193318,4.388888888888889,1.3170731707317074,1.8739837398373984
860,00:00:35.869,1.2791327913279134,1.8631436314363143,0.9200542005420054,1.0542005420054201
861,00:00:35.911,4.188346883468834,8.449864498644986,1.437669376693767,2.6775067750677506
862,00:00:35.953,1.2109304426377598,1.7032520325203253,0.8753387533875339,1.0542005420054201
863,00:00:35.994,3.138211382113821,5.535230352303523,1.3414634146341464,2.537940379403794
864,00:00:36.036,1.9923215898825652,3.7560975609756095,1.062330623306233,1.1585365853658536
865,00:00:36.078,3.489611562782294,6.985094850948509,1.5311653116531165,1.9525745257452574
866,00:00:36.119,1.0835591689250226,1.1544715447154472,1.067750677506775,1.0284552845528456
867,00:00:36.161,1.602077687443541,2.078590785907859,1.2628726287262872,1.4647696476964769
868,00:00:36.203,1.023486901535682,1.2371273712737128,0.8766937669376694,0.9566395663956639
869,00:00:36.245,4.878952122854562,10.289972899728998,1.5880758807588076,2.758807588075881
870,00:00:36.286,1.1747967479674797,1.651761517615176,0.8577235772357723,1.0149051490514904
871,00:00:36.328,1.5641373080397472,2.241192411924119,1.0975609756097562,1.353658536585366
872,00:00:36.370,0.7163504968383018,0.4796747967479675,0.7967479674796748,0.8726287262872628
873,00:00:36.411,56.6029810298103,62.476964769647694,73.92547425474255,33.40650406504065
874,00:00:36.453,0.14679313459801266,0.2696476964769648,0.05013550135501355,0.12059620596205962
875,00:00:36.495,0.019873532068654023,0.009485094850948509,0.013550135501355014,0.036585365853658534
876,00:00:36.536,12.048328816621499,16.58130081300813,13.323848238482384,6.239837398373984
877,00:00:36.578,0.04155374887082204,0.02032520325203252,0.02981029810298103,0.07452574525745258
878,00:00:36.620,9.997289972899729,14.11111111111111,11.075880758807589,4.804878048780488
879,00:00:36.662,0.04742547425474255,0.02032520325203252,0.032520325203252036,0.08943089430894309
880,00:00:36.703,7.305329719963866,10.342818428184282,8.493224932249323,3.0799457994579944
881,00:00:36.745,0.024841915085817526,0.005420054200542005,0.018970189701897018,0.05013550135501355
882,00:00:36.787,3.4467028003613365,4.8712737127371275,3.9796747967479673,1.489159891598916
883,00:00:36.828,0.026648599819331528,0.02710027100271003,0.013550135501355014,0.03929539295392954
884,00:00:36.870,4.062782294489612,5.284552845528455,5.0013550135501355,1.9024390243902438
885,00:00:36.912,0.13369467028003615,0.26422764227642276,0.03116531165311653,0.10569105691056911
886,00:00:36.954,4.205058717253839,6.855013550135501,3.7710027100271004,1.989159891598916
887,00:00:36.995,0.13369467028003612,0.26287262872628725,0.03523035230352303,0.10298102981029811
888,00:00:37.037,3.832429990966576,5.769647696476965,4.082655826558265,1.6449864498644986
889,00:00:37.079,0.027100271002710025,0.023035230352303523,0.01084010840108401,0.04742547425474255
890,00:00:37.120,4.44579945799458,5.399728997289973,5.703252032520325,2.234417344173442
891,00:00:37.162,0.13775971093044265,0.2804878048780488,0.02710027100271003,0.10569105691056911
892,00:00:37.204,6.137759710930443,8.434959349593496,7.64769647696477,2.330623306233062
893,00:00:37.246,0.01806684733514002,0.0040650406504065045,0.016260162601626018,0.03387533875338753
894,00:00:37.287,8.03884372177055,11.163956639566395,9.61111111111111,3.341463414634146
895,00:00:37.329,0.04065040650406504,0.02032520325203252,0.032520325203252036,0.06910569105691057
896,00:00:37.371,8.48193315266486,11.963414634146341,9.909214092140921,3.573170731707317
897,00:00:37.412,0.7533875338753387,1.510840108401084,0.3794037940379404,0.3699186991869919
898,00:00:37.454,7.691508581752484,11.155826558265582,8.174796747967479,3.7439024390243905
899,00:00:37.496,0.057362240289069555,0.02981029810298103,0.052845528455284556,0.08943089430894309
900,00:00:37.537,6.849141824751581,9.425474254742548,7.191056910569106,3.930894308943089
901,00:00:37.579,0.11111111111111112,0.25745257452574527,0.025745257452574527,0.05013550135501355
902,00:00:37.621,6.458897922312556,8.005420054200542,6.831978319783198,4.53929539295393
903,00:00:37.663,0.09756097560975609,0.2506775067750677,0.018970189701897018,0.023035230352303523
904,00:00:37.704,5.175248419150859,6.413279132791328,6.058265582655826,3.05420054200542
905,00:00:37.746,0.01806684733514002,0.012195121951219513,0.013550135501355014,0.028455284552845527
906,00:00:37.788,3.9078590785907856,5.082655826558265,4.41869918699187,2.2222222222222223
907,00:00:37.829,0.02348690153568202,0.01084010840108401,0.025745257452574527,0.03387533875338753
908,00:00:37.871,2.417795844625113,2.9932249322493223,2.8157181571815717,1.4444444444444444
909,00:00:37.913,0.10433604336043362,0.24390243902439024,0.014905149051490514,0.05420054200542006
910,00:00:37.955,1.273712737127371,1.9173441734417345,1.3902439024390243,0.513550135501355
911,00:00:37.996,0.0076784101174345075,0.0013550135501355014,0.006775067750677507,0.014905149051490514
912,00:00:38.038,1.103884372177055,1.489159891598916,1.1598915989159893,0.6626016260162602
913,00:00:38.080,0.5650406504065041,0.3807588075880759,0.5867208672086721,0.7276422764227642
914,00:00:38.121,1.6897018970189703,2.1951219512195124,1.3821138211382114,1.491869918699187
915,00:00:38.163,2.7493224932249323,3.4254742547425474,2.4878048780487805,2.334688346883469
916,00:00:38.205,3.6788617886178856,3.5907859078590785,3.7710027100271004,3.6747967479674797
917,00:00:38.247,4.782294489611562,6.060975609756097,4.630081300813008,3.6558265582655824
918,00:00:38.288,4.979223125564588,6.146341463414634,4.726287262872629,4.065040650406504
919,00:00:38.330,4.849593495934959,5.791327913279133,4.897018970189702,3.8604336043360434
920,00:00:38.372,6.041102077687444,7.1924119241192415,5.808943089430894,5.121951219512195
921,00:00:38.413,6.678861788617886,7.211382113821138,7.327913279132791,5.497289972899729
922,00:00:38.455,7.478319783197832,8.856368563685637,7.775067750677507,5.803523035230352
923,00:00:38.497,7.7317073170731705,8.897018970189702,7.536585365853658,6.761517615176151
924,00:00:38.538,8.357271906052395,8.575880758807589,9.094850948509485,7.401084010840108
925,00:00:38.580,7.911020776874435,8.180216802168022,9.008130081300813,6.544715447154472
926,00:00:38.622,7.785907859078591,7.85230352303523,8.631436314363144,6.873983739837398
927,00:00:38.664,8.8613369467028,10.474254742547425,9.12330623306233,6.986449864498645
